FIPS,FI Rate,Low Threshold Type,High Threshold Type,Cost Per Meal,Year
36031,0.136,SNAP,other nutrition pgm,2.35712,2009
36033,0.142,SNAP,other nutrition pgm,2.21996,2009
36035,0.15,SNAP,other nutrition pgm,2.3241,2009
36037,0.118,SNAP,other nutrition pgm,2.27076,2009
36039,0.129,SNAP,other nutrition pgm,2.52222,2009
36041,0.121,SNAP,other nutrition pgm,2.5526999999999997,2009
36043,0.125,SNAP,other nutrition pgm,2.20472,2009
36045,0.139,SNAP,other nutrition pgm,2.22504,2009
36047,0.184,SNAP,other nutrition pgm,2.63144,2009
36049,0.142,SNAP,other nutrition pgm,2.41808,2009
36051,0.126,SNAP,other nutrition pgm,2.31902,2009
36053,0.117,SNAP,other nutrition pgm,2.3647400000000003,2009
36055,0.131,SNAP,other nutrition pgm,2.44856,2009
36057,0.143,SNAP,other nutrition pgm,2.32918,2009
36059,0.086,SNAP,other nutrition pgm,2.91338,2009
36061,0.14,SNAP,other nutrition pgm,3.72364,2009
36063,0.138,SNAP,other nutrition pgm,2.30886,2009
36065,0.128,SNAP,other nutrition pgm,2.4003,2009
36067,0.128,SNAP,other nutrition pgm,2.37744,2009
36069,0.106,SNAP,other nutrition pgm,2.3876,2009
36071,0.117,SNAP,other nutrition pgm,2.49682,2009
36073,0.139,SNAP,other nutrition pgm,2.1844,2009
36075,0.146,SNAP,other nutrition pgm,2.25806,2009
36077,0.129,SNAP,other nutrition pgm,2.3647400000000003,2009
36079,0.086,SNAP,other nutrition pgm,3.06578,2009
36081,0.132,SNAP,other nutrition pgm,2.78638,2009
36083,0.116,SNAP,other nutrition pgm,2.6162,2009
36085,0.117,SNAP,other nutrition pgm,2.77368,2009
36087,0.106,SNAP,other nutrition pgm,2.63144,2009
36089,0.153,SNAP,other nutrition pgm,2.27076,2009
36091,0.091,SNAP,other nutrition pgm,2.63144,2009
36093,0.116,SNAP,other nutrition pgm,2.60604,2009
36095,0.126,SNAP,other nutrition pgm,2.49428,2009
36097,0.123,SNAP,other nutrition pgm,2.43332,2009
36099,0.127,SNAP,other nutrition pgm,2.19964,2009
36101,0.143,SNAP,other nutrition pgm,2.3545800000000003,2009
36103,0.091,SNAP,other nutrition pgm,2.82702,2009
36105,0.138,SNAP,other nutrition pgm,2.23266,2009
36107,0.118,SNAP,other nutrition pgm,2.7584400000000002,2009
36109,0.129,SNAP,other nutrition pgm,2.7482800000000003,2009
36111,0.119,SNAP,other nutrition pgm,2.49428,2009
36113,0.117,SNAP,other nutrition pgm,2.5526999999999997,2009
36115,0.121,SNAP,other nutrition pgm,2.8778200000000003,2009
36117,0.123,SNAP,other nutrition pgm,2.25552,2009
36119,0.1,SNAP,other nutrition pgm,2.82194,2009
36121,0.13,SNAP,other nutrition pgm,2.63652,2009
36123,0.117,SNAP,other nutrition pgm,1.91262,2009
39001,0.226,SNAP,other nutrition pgm,2.4003,2009
39003,0.184,SNAP,other nutrition pgm,2.18186,2009
39005,0.185,SNAP,other nutrition pgm,2.1082,2009
39007,0.198,SNAP,other nutrition pgm,2.25806,2009
39009,0.209,SNAP,other nutrition pgm,2.2733,2009
39011,0.147,SNAP,other nutrition pgm,2.14122,2009
39013,0.165,SNAP,other nutrition pgm,2.15646,2009
39015,0.183,SNAP,other nutrition pgm,2.54508,2009
39017,0.157,SNAP,other nutrition pgm,2.30124,2009
39019,0.189,SNAP,other nutrition pgm,2.52476,2009
39021,0.171,SNAP,other nutrition pgm,2.3901399999999997,2009
39023,0.175,SNAP,other nutrition pgm,2.2352,2009
39025,0.145,SNAP,other nutrition pgm,2.30886,2009
39027,0.197,SNAP,other nutrition pgm,2.15646,2009
39029,0.195,SNAP,other nutrition pgm,2.20472,2009
39031,0.192,SNAP,other nutrition pgm,2.10566,2009
39033,0.193,SNAP,other nutrition pgm,2.3622,2009
39035,0.182,SNAP,other nutrition pgm,2.37744,2009
39037,0.162,SNAP,other nutrition pgm,2.14376,2009
39039,0.191,SNAP,other nutrition pgm,2.11836,2009
39041,0.105,SNAP,other nutrition pgm,2.49936,2009
39043,0.175,SNAP,other nutrition pgm,2.1209,2009
39045,0.14,SNAP,other nutrition pgm,2.30378,2009
39047,0.184,SNAP,other nutrition pgm,2.1259799999999998,2009
39049,0.166,SNAP,other nutrition pgm,2.34188,2009
39051,0.176,SNAP,other nutrition pgm,2.3596600000000003,2009
39053,0.188,SNAP,other nutrition pgm,2.1082,2009
39055,0.121,SNAP,other nutrition pgm,2.43332,2009
39057,0.152,SNAP,other nutrition pgm,2.25044,2009
39059,0.191,SNAP,other nutrition pgm,2.12344,2009
39061,0.17,SNAP,other nutrition pgm,2.30632,2009
39063,0.159,SNAP,other nutrition pgm,2.25806,2009
39065,0.185,SNAP,other nutrition pgm,2.34696,2009
39067,0.194,SNAP,other nutrition pgm,2.7940000000000005,2009
39069,0.174,SNAP,other nutrition pgm,2.39522,2009
39071,0.21,SNAP,other nutrition pgm,2.31902,2009
39073,0.178,SNAP,other nutrition pgm,2.3545800000000003,2009
39075,0.138,SNAP,other nutrition pgm,2.40284,2009
39077,0.205,SNAP,other nutrition pgm,2.10566,2009
39079,0.193,SNAP,other nutrition pgm,2.3114,2009
39081,0.195,SNAP,other nutrition pgm,2.17932,2009
39083,0.154,SNAP,other nutrition pgm,2.1971,2009
39085,0.134,SNAP,other nutrition pgm,2.35204,2009
39087,0.17,SNAP,other nutrition pgm,2.2606,2009
39089,0.149,SNAP,other nutrition pgm,2.25044,2009
39091,0.175,SNAP,other nutrition pgm,2.13614,2009
39093,0.162,SNAP,other nutrition pgm,2.286,2009
39095,0.201,SNAP,other nutrition pgm,2.25298,2009
39097,0.148,SNAP,other nutrition pgm,2.3749000000000002,2009
39099,0.201,SNAP,other nutrition pgm,2.3368,2009
39101,0.184,SNAP,other nutrition pgm,2.159,2009
39103,0.124,SNAP,other nutrition pgm,2.29616,2009
39105,0.217,SNAP,other nutrition pgm,2.69748,2009
39107,0.137,SNAP,other nutrition pgm,2.10312,2009
39109,0.162,SNAP,other nutrition pgm,2.24282,2009
39111,0.197,SNAP,other nutrition pgm,2.41554,2009
39113,0.191,SNAP,other nutrition pgm,2.22758,2009
39115,0.219,SNAP,other nutrition pgm,2.2479,2009
39117,0.158,SNAP,other nutrition pgm,2.28092,2009
39119,0.192,SNAP,other nutrition pgm,2.21996,2009
39121,0.206,SNAP,other nutrition pgm,2.65938,2009
39123,0.177,SNAP,other nutrition pgm,2.39522,2009
39125,0.18,SNAP,other nutrition pgm,2.60604,2009
39127,0.197,SNAP,other nutrition pgm,2.29616,2009
39129,0.166,SNAP,other nutrition pgm,2.15138,2009
39131,0.232,SNAP,other nutrition pgm,2.33426,2009
39133,0.161,SNAP,other nutrition pgm,2.3749000000000002,2009
39135,0.165,SNAP,other nutrition pgm,2.30632,2009
39137,0.145,SNAP,other nutrition pgm,2.4003,2009
39139,0.186,SNAP,other nutrition pgm,2.24282,2009
39141,0.189,SNAP,other nutrition pgm,2.17678,2009
39143,0.168,SNAP,other nutrition pgm,2.15138,2009
39145,0.209,SNAP,other nutrition pgm,2.17424,2009
39147,0.178,SNAP,other nutrition pgm,2.16154,2009
39149,0.185,SNAP,other nutrition pgm,2.14122,2009
39151,0.173,SNAP,other nutrition pgm,2.3215600000000003,2009
39153,0.168,SNAP,other nutrition pgm,2.43332,2009
39155,0.2,SNAP,other nutrition pgm,2.24028,2009
39157,0.166,SNAP,other nutrition pgm,2.23266,2009
39159,0.125,SNAP,other nutrition pgm,2.17424,2009
39161,0.183,SNAP,other nutrition pgm,2.3698200000000003,2009
39163,0.208,SNAP,other nutrition pgm,2.62128,2009
39165,0.128,SNAP,other nutrition pgm,2.40284,2009
39167,0.163,SNAP,other nutrition pgm,2.2606,2009
39169,0.152,SNAP,other nutrition pgm,2.1209,2009
39171,0.202,SNAP,other nutrition pgm,2.36728,2009
39173,0.165,SNAP,other nutrition pgm,2.18694,2009
39175,0.179,SNAP,other nutrition pgm,2.4003,2009
40001,0.209,SNAP,other nutrition pgm,2.53238,2009
40003,0.146,SNAP,other nutrition pgm,2.71018,2009
40005,0.201,SNAP,other nutrition pgm,2.64668,2009
40007,0.129,SNAP,other nutrition pgm,2.53746,2009
40009,0.164,SNAP,other nutrition pgm,2.68732,2009
40011,0.164,SNAP,other nutrition pgm,2.96672,2009
40013,0.177,SNAP,other nutrition pgm,2.52222,2009
40015,0.181,SNAP,other nutrition pgm,2.5476199999999998,2009
40017,0.134,SNAP,other nutrition pgm,2.5730199999999996,2009
40019,0.169,SNAP,other nutrition pgm,2.59334,2009
40021,0.191,SNAP,other nutrition pgm,2.56032,2009
40023,0.21,SNAP,other nutrition pgm,2.5577799999999997,2009
40025,0.153,SNAP,other nutrition pgm,2.9540200000000003,2009
40027,0.146,SNAP,other nutrition pgm,2.52984,2009
40029,0.202,SNAP,other nutrition pgm,2.88544,2009
40031,0.17,SNAP,other nutrition pgm,2.39522,2009
40033,0.152,SNAP,other nutrition pgm,2.59334,2009
40035,0.171,SNAP,other nutrition pgm,2.5577799999999997,2009
40037,0.176,SNAP,other nutrition pgm,2.53746,2009
40039,0.167,SNAP,other nutrition pgm,2.5730199999999996,2009
40041,0.178,SNAP,other nutrition pgm,2.5273,2009
40043,0.148,SNAP,other nutrition pgm,2.56032,2009
40045,0.144,SNAP,other nutrition pgm,2.91846,2009
40047,0.154,SNAP,other nutrition pgm,2.27076,2009
40049,0.166,SNAP,other nutrition pgm,2.52984,2009
40051,0.174,SNAP,other nutrition pgm,2.51714,2009
40053,0.135,SNAP,other nutrition pgm,2.2834600000000003,2009
40055,0.18,SNAP,other nutrition pgm,2.6339799999999998,2009
40057,0.196,SNAP,other nutrition pgm,2.54508,2009
40059,0.134,SNAP,other nutrition pgm,2.8651199999999997,2009
40061,0.184,SNAP,other nutrition pgm,2.54508,2009
40063,0.219,SNAP,other nutrition pgm,2.59588,2009
40065,0.166,SNAP,other nutrition pgm,2.46888,2009
40067,0.188,SNAP,other nutrition pgm,2.54254,2009
40069,0.193,SNAP,other nutrition pgm,3.05308,2009
40071,0.183,SNAP,other nutrition pgm,2.2733,2009
40073,0.135,SNAP,other nutrition pgm,2.5273,2009
40075,0.175,SNAP,other nutrition pgm,2.5857200000000002,2009
40077,0.2,SNAP,other nutrition pgm,3.03784,2009
40079,0.21,SNAP,other nutrition pgm,2.5476199999999998,2009
40081,0.172,SNAP,other nutrition pgm,2.53492,2009
40083,0.166,SNAP,other nutrition pgm,2.55016,2009
40085,0.154,SNAP,other nutrition pgm,2.8067,2009
40093,0.136,SNAP,other nutrition pgm,3.03784,2009
40095,0.173,SNAP,other nutrition pgm,2.5526999999999997,2009
40097,0.185,SNAP,other nutrition pgm,2.5526999999999997,2009
40087,0.144,SNAP,other nutrition pgm,2.51714,2009
40089,0.238,SNAP,other nutrition pgm,2.55524,2009
40091,0.204,SNAP,other nutrition pgm,2.54254,2009
40099,0.149,SNAP,other nutrition pgm,2.5679399999999997,2009
40101,0.193,SNAP,other nutrition pgm,2.5857200000000002,2009
40103,0.175,SNAP,other nutrition pgm,2.5831799999999996,2009
40105,0.199,SNAP,other nutrition pgm,2.5526999999999997,2009
40107,0.21,SNAP,other nutrition pgm,2.5628599999999997,2009
40109,0.173,SNAP,other nutrition pgm,2.43586,2009
40111,0.209,SNAP,other nutrition pgm,2.54254,2009
40113,0.173,SNAP,other nutrition pgm,2.5476199999999998,2009
40115,0.172,SNAP,other nutrition pgm,2.54254,2009
40117,0.191,SNAP,other nutrition pgm,2.60096,2009
40119,0.191,SNAP,other nutrition pgm,2.52984,2009
40121,0.169,SNAP,other nutrition pgm,2.54254,2009
40123,0.174,SNAP,other nutrition pgm,2.52984,2009
40125,0.172,SNAP,other nutrition pgm,2.60096,2009
40127,0.21,SNAP,other nutrition pgm,2.9514799999999997,2009
40129,0.138,SNAP,other nutrition pgm,2.7178,2009
40131,0.149,SNAP,other nutrition pgm,2.5730199999999996,2009
40133,0.211,SNAP,other nutrition pgm,2.54254,2009
40135,0.211,SNAP,other nutrition pgm,2.55016,2009
40137,0.169,SNAP,other nutrition pgm,2.54508,2009
40139,0.15,SNAP,other nutrition pgm,2.54508,2009
40141,0.189,SNAP,other nutrition pgm,2.54508,2009
40143,0.169,SNAP,other nutrition pgm,2.3901399999999997,2009
40145,0.154,SNAP,other nutrition pgm,2.54254,2009
40147,0.155,SNAP,other nutrition pgm,2.27584,2009
40149,0.162,SNAP,other nutrition pgm,2.6339799999999998,2009
40151,0.145,SNAP,other nutrition pgm,2.52222,2009
40153,0.151,SNAP,other nutrition pgm,2.53746,2009
41001,0.179,SNAP,SNAP,2.8321,2009
41003,0.157,SNAP,SNAP,3.19786,2009
41005,0.145,SNAP,SNAP,2.62636,2009
41007,0.151,SNAP,SNAP,2.2885400000000002,2009
41009,0.169,SNAP,SNAP,2.6416,2009
41011,0.193,SNAP,SNAP,2.50444,2009
41013,0.222,SNAP,SNAP,3.4772600000000002,2009
41015,0.188,SNAP,SNAP,2.67716,2009
41017,0.182,SNAP,SNAP,2.50698,2009
41019,0.205,SNAP,SNAP,2.7279600000000004,2009
41021,0.13,SNAP,SNAP,2.6720800000000002,2009
41023,0.193,SNAP,SNAP,2.8321,2009
41025,0.214,SNAP,SNAP,2.7559,2009
41027,0.132,SNAP,SNAP,2.74574,2009
41029,0.181,SNAP,SNAP,2.47396,2009
41031,0.204,SNAP,SNAP,2.76606,2009
41033,0.206,SNAP,SNAP,2.5654,2009
41035,0.201,SNAP,SNAP,2.5654,2009
41037,0.193,SNAP,SNAP,2.82194,2009
41039,0.183,SNAP,SNAP,2.5273,2009
41041,0.175,SNAP,SNAP,2.8448,2009
41043,0.193,SNAP,SNAP,2.34188,2009
41045,0.174,SNAP,SNAP,2.43332,2009
41047,0.169,SNAP,SNAP,2.41046,2009
41049,0.158,SNAP,SNAP,2.47904,2009
41051,0.17,SNAP,SNAP,2.7228800000000004,2009
41053,0.15,SNAP,SNAP,2.71018,2009
41055,0.172,SNAP,SNAP,2.6720800000000002,2009
41057,0.161,SNAP,SNAP,2.69494,2009
41059,0.159,SNAP,SNAP,2.47904,2009
41061,0.177,SNAP,SNAP,2.49936,2009
41063,0.169,SNAP,SNAP,2.8956,2009
41065,0.157,SNAP,SNAP,2.6720800000000002,2009
41067,0.139,SNAP,SNAP,2.49174,2009
41069,0.16,SNAP,SNAP,4.07416,2009
41071,0.166,SNAP,SNAP,2.78638,2009
42001,0.109,SNAP,other nutrition pgm,2.77114,2009
42003,0.13,SNAP,other nutrition pgm,2.5019,2009
42005,0.139,SNAP,other nutrition pgm,2.49174,2009
42007,0.13,SNAP,other nutrition pgm,2.286,2009
42009,0.161,SNAP,other nutrition pgm,2.5577799999999997,2009
42011,0.132,SNAP,other nutrition pgm,2.4638,2009
42013,0.129,SNAP,other nutrition pgm,2.44602,2009
42015,0.142,SNAP,other nutrition pgm,2.29362,2009
42017,0.098,SNAP,other nutrition pgm,2.8092400000000004,2009
42019,0.11,SNAP,other nutrition pgm,2.413,2009
42021,0.144,SNAP,other nutrition pgm,2.37998,2009
42023,0.205,SNAP,other nutrition pgm,2.84988,2009
42025,0.139,SNAP,other nutrition pgm,2.19964,2009
42027,0.131,SNAP,other nutrition pgm,2.53238,2009
42029,0.092,SNAP,other nutrition pgm,2.9514799999999997,2009
42031,0.15,SNAP,other nutrition pgm,2.1082,2009
42033,0.158,SNAP,other nutrition pgm,2.2987,2009
42035,0.143,SNAP,other nutrition pgm,2.37998,2009
42037,0.138,SNAP,other nutrition pgm,2.3545800000000003,2009
42039,0.155,SNAP,other nutrition pgm,2.3114,2009
42041,0.102,SNAP,other nutrition pgm,2.50952,2009
42043,0.131,SNAP,other nutrition pgm,2.4231599999999998,2009
42045,0.125,SNAP,other nutrition pgm,2.9591000000000003,2009
42047,0.163,SNAP,other nutrition pgm,2.42062,2009
42049,0.149,SNAP,other nutrition pgm,2.41554,2009
42051,0.163,SNAP,other nutrition pgm,2.31394,2009
42053,0.17,SNAP,other nutrition pgm,2.8346400000000003,2009
42055,0.119,SNAP,other nutrition pgm,2.42062,2009
42057,0.177,SNAP,other nutrition pgm,2.73558,2009
42059,0.143,SNAP,other nutrition pgm,2.21234,2009
42061,0.151,SNAP,other nutrition pgm,2.44602,2009
42063,0.146,SNAP,other nutrition pgm,2.49936,2009
42065,0.147,SNAP,other nutrition pgm,2.13614,2009
42067,0.122,SNAP,other nutrition pgm,2.57048,2009
42069,0.137,SNAP,other nutrition pgm,2.46888,2009
42071,0.113,SNAP,other nutrition pgm,2.50444,2009
42073,0.143,SNAP,other nutrition pgm,2.3368,2009
42075,0.107,SNAP,other nutrition pgm,2.35204,2009
42077,0.131,SNAP,other nutrition pgm,2.60604,2009
42079,0.142,SNAP,other nutrition pgm,2.3495000000000004,2009
42081,0.145,SNAP,other nutrition pgm,2.3317200000000002,2009
42083,0.156,SNAP,other nutrition pgm,2.48412,2009
42085,0.16,SNAP,other nutrition pgm,2.1717,2009
42087,0.152,SNAP,other nutrition pgm,2.20726,2009
42089,0.132,SNAP,other nutrition pgm,2.3901399999999997,2009
42091,0.098,SNAP,other nutrition pgm,2.5908,2009
42093,0.115,SNAP,other nutrition pgm,2.77622,2009
42095,0.119,SNAP,other nutrition pgm,2.5476199999999998,2009
42097,0.153,SNAP,other nutrition pgm,2.3901399999999997,2009
42099,0.119,SNAP,other nutrition pgm,2.6035,2009
42101,0.204,SNAP,other nutrition pgm,2.54508,2009
42103,0.129,SNAP,other nutrition pgm,2.5476199999999998,2009
42105,0.166,SNAP,other nutrition pgm,2.68986,2009
42107,0.148,SNAP,other nutrition pgm,2.3266400000000003,2009
42109,0.137,SNAP,other nutrition pgm,2.27584,2009
42111,0.14,SNAP,other nutrition pgm,2.27076,2009
42113,0.147,SNAP,other nutrition pgm,2.81686,2009
42115,0.139,SNAP,other nutrition pgm,2.7203399999999998,2009
42117,0.153,SNAP,other nutrition pgm,2.43586,2009
42119,0.143,SNAP,other nutrition pgm,2.49174,2009
42121,0.15,SNAP,other nutrition pgm,2.19456,2009
42123,0.132,SNAP,other nutrition pgm,2.1209,2009
42125,0.124,SNAP,other nutrition pgm,2.51206,2009
42127,0.126,SNAP,other nutrition pgm,2.48412,2009
42129,0.124,SNAP,other nutrition pgm,2.3749000000000002,2009
42131,0.131,SNAP,other nutrition pgm,2.54508,2009
42133,0.121,SNAP,other nutrition pgm,2.5019,2009
44001,0.13,SNAP,SNAP,3.5814,2009
44003,0.138,SNAP,SNAP,2.44348,2009
44005,0.132,SNAP,SNAP,3.00736,2009
44007,0.173,SNAP,SNAP,2.8346400000000003,2009
44009,0.121,SNAP,SNAP,2.9591000000000003,2009
45001,0.229,SNAP,other nutrition pgm,2.23266,2009
45003,0.165,SNAP,other nutrition pgm,2.32918,2009
45005,0.355,SNAP,other nutrition pgm,2.78892,2009
45007,0.181,SNAP,other nutrition pgm,2.26568,2009
45009,0.291,SNAP,other nutrition pgm,2.8397200000000002,2009
45011,0.256,SNAP,other nutrition pgm,2.39522,2009
45013,0.136,SNAP,other nutrition pgm,2.51206,2009
45015,0.163,SNAP,other nutrition pgm,2.43078,2009
45017,0.197,SNAP,other nutrition pgm,2.5857200000000002,2009
45019,0.162,SNAP,other nutrition pgm,2.50952,2009
45021,0.223,SNAP,other nutrition pgm,2.3164800000000003,2009
45023,0.274,SNAP,other nutrition pgm,2.3749000000000002,2009
45025,0.244,SNAP,other nutrition pgm,2.3545800000000003,2009
45027,0.247,SNAP,other nutrition pgm,2.47396,2009
45029,0.222,SNAP,other nutrition pgm,2.39776,2009
45031,0.215,SNAP,other nutrition pgm,2.43332,2009
45033,0.266,SNAP,other nutrition pgm,2.413,2009
45035,0.153,SNAP,other nutrition pgm,2.40792,2009
45037,0.189,SNAP,other nutrition pgm,2.50444,2009
45039,0.23,SNAP,other nutrition pgm,2.38252,2009
45041,0.194,SNAP,other nutrition pgm,2.33426,2009
45043,0.2,SNAP,other nutrition pgm,2.49936,2009
45045,0.157,SNAP,other nutrition pgm,2.30124,2009
45047,0.196,SNAP,other nutrition pgm,2.23266,2009
45049,0.242,SNAP,other nutrition pgm,2.3241,2009
45051,0.176,SNAP,other nutrition pgm,2.44602,2009
45053,0.196,SNAP,other nutrition pgm,2.39522,2009
45055,0.172,SNAP,other nutrition pgm,2.44094,2009
45057,0.239,SNAP,other nutrition pgm,2.286,2009
45059,0.192,SNAP,other nutrition pgm,2.15138,2009
45061,0.269,SNAP,other nutrition pgm,2.3596600000000003,2009
45063,0.132,SNAP,other nutrition pgm,2.29108,2009
45067,0.296,SNAP,other nutrition pgm,2.413,2009
45069,0.288,SNAP,other nutrition pgm,2.2783800000000003,2009
45065,0.24,SNAP,other nutrition pgm,2.52222,2009
45071,0.183,SNAP,other nutrition pgm,2.3647400000000003,2009
45073,0.187,SNAP,other nutrition pgm,2.29362,2009
45075,0.265,SNAP,other nutrition pgm,2.3850599999999997,2009
45077,0.164,SNAP,other nutrition pgm,2.43332,2009
45079,0.169,SNAP,other nutrition pgm,2.35204,2009
45081,0.158,SNAP,other nutrition pgm,2.49428,2009
45083,0.178,SNAP,other nutrition pgm,2.28092,2009
45085,0.214,SNAP,other nutrition pgm,2.23774,2009
45087,0.263,SNAP,other nutrition pgm,2.34442,2009
45089,0.274,SNAP,other nutrition pgm,2.3850599999999997,2009
45091,0.184,SNAP,other nutrition pgm,2.44602,2009
46003,0.098,SNAP,other nutrition pgm,2.49936,2009
46005,0.096,SNAP,other nutrition pgm,2.49936,2009
46007,0.165,SNAP,other nutrition pgm,2.8651199999999997,2009
46009,0.116,SNAP,other nutrition pgm,2.77622,2009
46011,0.121,SNAP,other nutrition pgm,2.51968,2009
46013,0.098,SNAP,other nutrition pgm,2.3901399999999997,2009
46015,0.097,SNAP,other nutrition pgm,2.82702,2009
46017,0.301,SNAP,other nutrition pgm,2.82194,2009
46019,0.131,SNAP,other nutrition pgm,2.54,2009
46021,0.096,SNAP,other nutrition pgm,2.74066,2009
46023,0.15,SNAP,other nutrition pgm,2.85242,2009
46025,0.115,SNAP,other nutrition pgm,2.4384,2009
46027,0.138,SNAP,other nutrition pgm,2.49174,2009
46029,0.126,SNAP,other nutrition pgm,2.4384,2009
46031,0.198,SNAP,other nutrition pgm,2.74066,2009
46033,0.097,SNAP,other nutrition pgm,2.49428,2009
46035,0.11,SNAP,other nutrition pgm,2.49936,2009
46037,0.127,SNAP,other nutrition pgm,2.61366,2009
46039,0.11,SNAP,other nutrition pgm,2.4384,2009
46041,0.208,SNAP,other nutrition pgm,2.85496,2009
46043,0.105,SNAP,other nutrition pgm,2.85242,2009
46045,0.093,SNAP,other nutrition pgm,2.50952,2009
46047,0.128,SNAP,other nutrition pgm,2.42062,2009
46049,0.118,SNAP,other nutrition pgm,2.79146,2009
46051,0.11,SNAP,other nutrition pgm,2.75082,2009
46053,0.113,SNAP,other nutrition pgm,2.44094,2009
46055,0.097,SNAP,other nutrition pgm,2.49682,2009
46057,0.109,SNAP,other nutrition pgm,2.4384,2009
46059,0.099,SNAP,other nutrition pgm,2.79654,2009
46061,0.109,SNAP,other nutrition pgm,2.49936,2009
46063,0.113,SNAP,other nutrition pgm,3.2664400000000002,2009
46065,0.086,SNAP,other nutrition pgm,2.37744,2009
46067,0.103,SNAP,other nutrition pgm,2.8956,2009
46069,0.115,SNAP,other nutrition pgm,2.79654,2009
46071,0.186,SNAP,other nutrition pgm,2.96164,2009
46073,0.088,SNAP,other nutrition pgm,2.49936,2009
46075,0.093,SNAP,other nutrition pgm,2.49682,2009
46077,0.109,SNAP,other nutrition pgm,2.3495000000000004,2009
46079,0.117,SNAP,other nutrition pgm,2.3495000000000004,2009
46081,0.116,SNAP,other nutrition pgm,2.6416,2009
46083,0.078,SNAP,other nutrition pgm,3.0302200000000004,2009
46085,0.141,SNAP,other nutrition pgm,2.82702,2009
46091,0.14,SNAP,other nutrition pgm,2.61366,2009
46087,0.102,SNAP,other nutrition pgm,2.3495000000000004,2009
46089,0.137,SNAP,other nutrition pgm,2.50952,2009
46093,0.111,SNAP,other nutrition pgm,2.1259799999999998,2009
46095,0.169,SNAP,other nutrition pgm,2.94386,2009
46097,0.104,SNAP,other nutrition pgm,2.3495000000000004,2009
46099,0.103,SNAP,other nutrition pgm,2.53238,2009
46101,0.107,SNAP,other nutrition pgm,2.7584400000000002,2009
46103,0.116,SNAP,other nutrition pgm,2.56032,2009
46105,0.124,SNAP,other nutrition pgm,4.1529,2009
46107,0.105,SNAP,other nutrition pgm,2.74066,2009
46109,0.145,SNAP,other nutrition pgm,2.5146,2009
46111,0.107,SNAP,other nutrition pgm,2.49936,2009
46113,0.264,SNAP,other nutrition pgm,2.8651199999999997,2009
46115,0.114,SNAP,other nutrition pgm,2.79146,2009
46117,0.085,SNAP,other nutrition pgm,2.49682,2009
46119,0.087,SNAP,other nutrition pgm,2.49682,2009
46121,0.227,SNAP,other nutrition pgm,2.9413199999999997,2009
46123,0.112,SNAP,other nutrition pgm,2.44094,2009
46125,0.097,SNAP,other nutrition pgm,3.03276,2009
46127,0.097,SNAP,other nutrition pgm,3.66014,2009
46129,0.12,SNAP,other nutrition pgm,2.62636,2009
46135,0.113,SNAP,other nutrition pgm,2.46126,2009
46137,0.209,SNAP,other nutrition pgm,2.85496,2009
47001,0.16,SNAP,other nutrition pgm,2.71018,2009
47003,0.187,SNAP,other nutrition pgm,2.5577799999999997,2009
47005,0.199,SNAP,other nutrition pgm,2.60096,2009
47007,0.215,SNAP,other nutrition pgm,3.22072,2009
47009,0.148,SNAP,other nutrition pgm,2.70256,2009
47011,0.155,SNAP,other nutrition pgm,2.64668,2009
47013,0.207,SNAP,other nutrition pgm,2.60604,2009
47015,0.171,SNAP,other nutrition pgm,3.32994,2009
47017,0.227,SNAP,other nutrition pgm,2.60096,2009
47019,0.179,SNAP,other nutrition pgm,2.60858,2009
47021,0.137,SNAP,other nutrition pgm,2.59334,2009
47023,0.173,SNAP,other nutrition pgm,2.9514799999999997,2009
47025,0.188,SNAP,other nutrition pgm,2.62382,2009
47027,0.205,SNAP,other nutrition pgm,3.0861,2009
47029,0.211,SNAP,other nutrition pgm,2.60604,2009
47031,0.168,SNAP,other nutrition pgm,2.57556,2009
47033,0.202,SNAP,other nutrition pgm,3.07848,2009
47035,0.173,SNAP,other nutrition pgm,2.67462,2009
47037,0.163,SNAP,other nutrition pgm,2.52222,2009
47039,0.216,SNAP,other nutrition pgm,3.00228,2009
47041,0.175,SNAP,other nutrition pgm,2.60604,2009
47043,0.161,SNAP,other nutrition pgm,2.3495000000000004,2009
47045,0.213,SNAP,other nutrition pgm,2.5679399999999997,2009
47047,0.175,SNAP,other nutrition pgm,2.58826,2009
47049,0.217,SNAP,other nutrition pgm,2.5908,2009
47051,0.162,SNAP,other nutrition pgm,2.56032,2009
47053,0.219,SNAP,other nutrition pgm,2.5908,2009
47055,0.208,SNAP,other nutrition pgm,2.59588,2009
47057,0.197,SNAP,other nutrition pgm,3.06578,2009
47059,0.216,SNAP,other nutrition pgm,2.58826,2009
47061,0.232,SNAP,other nutrition pgm,2.93878,2009
47063,0.181,SNAP,other nutrition pgm,2.60604,2009
47065,0.157,SNAP,other nutrition pgm,2.55524,2009
47067,0.254,SNAP,other nutrition pgm,2.98958,2009
47069,0.215,SNAP,other nutrition pgm,2.6035,2009
47071,0.196,SNAP,other nutrition pgm,2.57556,2009
47073,0.181,SNAP,other nutrition pgm,2.54,2009
47075,0.268,SNAP,other nutrition pgm,2.6035,2009
47077,0.229,SNAP,other nutrition pgm,2.6035,2009
47079,0.194,SNAP,other nutrition pgm,2.57048,2009
47081,0.189,SNAP,other nutrition pgm,2.8752799999999996,2009
47083,0.193,SNAP,other nutrition pgm,2.96164,2009
